Frequency_Hz,IC_1,IC_2,IC_3
0.0,4.973799150320701e-13,1.7053025658242404e-13,2.984279490192421e-13
1.667722891164404,3.079125924444542,6.144693008172885,36.59961042684376
3.335445782328808,3.834908469436665,7.194636649886709,91.92385404927829
5.003168673493212,3.657404641044349,7.808971639866983,92.3706238634052
6.670891564657616,2.845911084428637,4.932817559352215,96.88489561881879
8.33861445582202,6.077616271940211,2.291382440735645,99.20293044575692
10.006337346986424,2.1030401546072843,9.741990615201066,134.26941740648383
11.674060238150828,5.108134048553196,3.7149316726859243,79.14892284429851
13.341783129315232,3.8706932143635764,3.920024112775215,111.20309294940844
15.009506020479636,3.0151748230301116,8.350706344404799,128.81530288587186
16.67722891164404,2.557861650704184,0.7212307364428431,81.35234013942225
18.344951802808446,2.7194966018176316,5.828735794786451,70.00836316284305
20.012674693972848,1.787926389946403,5.1783615507975,118.26967185163754
21.68039758513725,4.599891138878532,9.841319478291233,204.8808815740106
23.348120476301656,11.337206128285601,18.825367595827593,64.67381647525384
25.01584336746606,4.020726610661281,7.964515153814091,64.02463660288491
26.683566258630464,4.943157325905926,3.431169680657431,99.42147695889713
28.351289149794866,1.999507737248594,2.737604729332393,78.26105573471158
30.01901204095927,0.6901901872541423,9.609818885324522,171.68822185938652
31.686734932123677,1.3164466269132198,5.128728491513094,87.63304732296616
33.35445782328808,3.570535726457585,14.893626293953888,272.01003006662205
35.02218071445248,2.6747786498620774,6.865342324731366,120.2290842907217
36.68990360561689,3.5038528210905495,12.29675118060942,130.6536130516662
38.35762649678129,4.53780367826673,9.836937699080005,109.20968855019476
40.025349387945695,1.3360853364188312,11.439507258858765,219.7845636377104
41.6930722791101,2.2431032229752192,14.084624777224631,247.15040526855952
43.3607951702745,3.1059260518663723,10.664449273427707,137.24658924419248
45.02851806143891,2.3726139274075018,13.847177980365815,154.37783514072478
46.69624095260331,5.45905679261992,24.196704032683297,215.2076932677285
48.36396384376771,12.852012195073517,18.35816794804245,139.7439826271942
50.03168673493212,1.1783264774957993,10.493732678449163,314.752804597716
51.699409626096525,1.024843482759579,5.258733115491521,63.19343945333676
53.36713251726093,3.821227739912767,2.227845192539941,57.60478222446297
55.03485540842533,3.357681265565523,3.7422994553307185,54.151289394014015
56.70257829958973,3.0295915388023387,5.351495518986034,96.79102590053644
58.37030119075414,3.232618691084178,5.837702240492129,141.034453010262
60.03802408191854,6.650045002590242,16.243006118783832,103.30731294094032
61.705746973082945,7.462033106127074,3.6357572257144093,67.78043915103703
63.373469864247355,9.309324183196905,20.857792448881025,130.9006458870198
65.04119275541176,10.171241147266336,20.081907593079855,175.10235691833816
66.70891564657616,14.719570813964934,8.948713501702734,101.04621048711951
68.37663853774056,20.849642586434875,29.57143296964048,124.0539958417801
70.04436142890496,40.51977430444234,45.97640484512136,177.2397080754248
71.71208432006937,197.8075287788861,252.9794839309064,744.8229867669954
73.37980721123378,68.42894682468756,103.0415126832104,355.69358905633106
75.04753010239818,33.83501714410704,66.01744062947878,399.95065516506037
76.71525299356259,18.62029579785145,31.143780519878867,742.7818120198198
78.38297588472699,13.30063991024197,8.959724714363155,168.04588888712004
80.05069877589139,11.056082357599871,4.120958540305548,319.399596539837
81.7184216670558,9.340050234591668,13.158527202483603,96.66205037577159
83.3861445582202,7.58657200271555,9.668682485994623,44.653909457762715
85.0538674493846,8.380257759877034,3.592063977585218,125.4139936191034
86.721590340549,7.940705131696309,14.645113903526806,255.7136888431864
88.38931323171342,5.845069196875246,6.637149024784751,96.91318385652026
90.05703612287782,5.207891339061318,5.969428688193603,100.13451351096495
91.72475901404222,6.286270910872581,5.521176360597316,72.36332128350793
93.39248190520662,6.376901328942494,12.458559337815352,207.29838597392862
95.06020479637102,4.155639920730737,10.560870459017657,134.69801152200307
96.72792768753543,5.466530101923613,6.356774796585846,55.39348244231792
98.39565057869983,4.105922567316127,5.27785346822053,33.15912878029014
100.06337346986425,5.093309997796558,21.202115661397677,214.94260474955007
101.73109636102865,6.194442106597546,3.730933751210641,71.35612304010965
103.39881925219305,3.7572770911362636,8.779825773611442,41.7207927352224
105.06654214335745,3.3967534210195742,17.042308728511887,271.0130994939632
106.73426503452185,3.7209890329129784,8.503229136073843,133.45853873903698
108.40198792568626,1.6358987142425263,6.988841363426403,66.07835967578914
110.06971081685066,1.7825686144955377,3.2686407791094907,35.97897339026073
111.73743370801506,3.9476164000601286,4.966218762632831,102.17100994449454
113.40515659917946,4.043027029690429,3.5003446256053814,100.35332255678709
115.07287949034388,4.2358064696449755,12.96691171538229,190.69666372079857
116.74060238150828,5.807940718656209,4.4497669771180925,90.68526150133329
118.40832527267268,1.8753574978452823,3.0124325334409168,66.52549444986248
120.07604816383709,7.700665185026267,27.511111647368267,249.92697227198005
121.74377105500149,2.4524865900532378,3.327795463837211,83.38062916612712
123.41149394616589,0.5391587970163897,12.398142821784438,123.77669676323639
125.07921683733029,1.42856738477706,9.292774005336204,145.24325583334564
126.74693972849471,6.979092080293003,16.01961702701098,195.81220051194833
128.4146626196591,4.658581066065121,2.8940985125450975,91.37224620029484
130.0823855108235,1.3730595945579758,6.044444724287311,102.8436739938027
131.75010840198792,2.2469058598925984,9.55725132065004,115.65639881303463
133.41783129315232,4.591989069374508,4.523767875030438,64.83541462878867
135.08555418431672,4.250259073147195,15.630906700515,181.83461810477036
136.75327707548112,6.0000609805772065,11.868192951562005,148.34634996552276
138.42099996664552,3.2294604552198214,4.877531028090015,140.01054967434837
140.08872285780993,3.8043261855949866,6.379876041142256,47.31568191630054
141.75644574897433,6.685366482438452,22.810967114824734,89.99427697385129
143.42416864013873,18.80809645754646,83.51457933959087,197.0589569221639
145.09189153130313,16.544566759558098,77.24035458226318,260.5847741453798
146.75961442246756,5.545843458143865,26.27819377741489,84.131847727781
148.42733731363197,7.0016436431506,13.330966725013782,299.4799563398601
150.09506020479637,25.270981358092165,15.850274937699016,108.74779527137153
151.76278309596077,3.1030870397012356,15.405699293968388,295.99193988194577
153.43050598712517,0.6401698817923867,9.750713311981382,79.82653596520522
155.09822887828958,1.6603710062438415,8.564748063818207,48.09348650069679
156.76595176945398,3.167227577980538,5.88029408613631,19.489035528344917
158.43367466061838,3.010736536816155,15.07576448704156,152.22003124941878
160.10139755178278,3.052181224609229,14.122824860095555,114.57744383828758
161.76912044294718,3.498298869333311,6.1159799493216385,147.88476392869467
163.4368433341116,2.4353771351725504,11.092150607628122,112.10460796428885
165.104566225276,0.7973472942246754,7.951613297121385,59.50270743158683
166.7722891164404,2.7429226462004994,7.596475132389341,68.01446927016703
168.4400120076048,0.5177087927359627,7.537977794851212,56.06002884418218
170.1077348987692,1.8091440611433562,2.094762627201207,120.96762953237395
171.7754577899336,2.2983093951859686,11.798866175092634,125.19241057682594
173.443180681098,1.819654249829499,9.86827406255134,69.48557967796259
175.11090357226243,1.5763867165977807,8.139827027863259,41.435725356652235
176.77862646342683,0.5266543188175278,8.302794689569268,40.18964735862406
178.44634935459123,1.9398483346973356,6.440060697744862,87.1421151632337
180.11407224575564,4.200551291301175,12.408667147680461,110.5775982934892
181.78179513692004,7.009445840985132,6.102007009258384,32.88636780974825
183.44951802808444,1.7524557441380468,6.143916172449347,139.96995730974336
185.11724091924884,3.5639106835672045,5.942169122968413,157.748885242042
186.78496381041325,2.733206537596997,10.46900144715182,90.04528275778875
188.45268670157765,1.4818819216999524,5.436911070520344,40.553269440534486
190.12040959274205,1.1158139093031674,10.514267120827368,65.52277094143928
191.78813248390645,2.639798054612187,3.820826605765059,46.411068532773186
193.45585537507085,1.104656407229123,10.738859063224794,82.43278822145626
195.12357826623526,0.5764258812376813,10.664149902313872,122.92529358907218
196.79130115739966,0.8644667617304072,8.07538068431707,70.52963152912109
198.45902404856406,0.17607847388130057,8.967524243362828,59.652807231039255
200.1267469397285,4.619320188106786,6.32753525068309,101.89531087908559
201.7944698308929,0.8372023225563868,8.499394973387284,102.88412253933846
203.4621927220573,0.6165703075541729,4.672504782998086,20.671048369863215
205.1299156132217,0.06271859462310458,11.720572559757915,181.39368664098677
206.7976385043861,1.3658530661096937,3.2575740672189437,27.675262001161695
208.4653613955505,1.5504520272948559,8.81392539073315,56.3258837992596
210.1330842867149,2.9420210318344275,9.948196338659628,113.29830725940235
211.8008071778793,3.709726520888729,3.3995558661679284,12.200420527234705
213.4685300690437,4.4380558411275866,13.189581179406686,183.61393529596944
215.1362529602081,13.240403646878375,12.518652377898379,81.82344998758366
216.8039758513725,27.571391730933573,44.417643158568936,240.93153524407103
218.47169874253692,5.950494125806295,10.418271994025057,107.17410443305953
220.13942163370132,2.6957858314797543,2.32799151631084,94.08209385470236
221.80714452486572,7.733504005308343,7.516508765302692,114.12968832918786
223.47486741603012,5.823301934138733,5.835626058390219,43.16905436132323
225.14259030719452,0.5980411918784814,6.066065502432956,96.92088056500258
226.81031319835893,2.921851974339384,9.68957852668315,50.31918000756281
228.47803608952336,5.955558590632785,8.76156244140683,221.7791182825706
230.14575898068776,4.054155141013184,17.587809006580642,244.87173659007058
