SignalType,Label,RMS,Kurtosis,Skewness,CrestFactor,DominantFreq_Hz,Energy
IndependentComponent,IC_1,1.0,13.134988425261936,0.4157421376794274,9.65893177448065,10129.74884093259,29981.000000000007
IndependentComponent,IC_2,0.9999999999999999,13.438249969382724,-0.22519465513412093,8.75948475505178,11430.572696040825,29980.999999999996
IndependentComponent,IC_3,1.0,3.0375318023114386,0.019999121712376836,4.715345411339755,2741.7364330742803,29981.000000000007
