,ch1,ch2,ch3
IC_1,-0.009494471055900911,0.01431448647763074,1.0001174115834315
IC_2,0.06258712718068626,1.0013758800913743,-0.0007957125614223296
IC_3,0.9994505002832903,-0.00909051307729858,0.0025093250459293365
