time_s,signal_preprocessed,signal_bandpassed,envelope
0.0,1.2468580813681924,0.5036431558576602,0.3402167666465421
2e-05,1.3310921290889866,0.493466824098178,0.28658840427069376
4e-05,0.4342472680617086,0.4830559676571451,0.2790383776802464
6e-05,0.7984356508545535,0.4724227403034682,0.30919274415902676
8e-05,1.0139757141401147,0.4615797596246369,0.3040891049812131
0.0001,0.22366214875972346,0.45054008154416986,0.33323098175493204
0.00012,-0.9234073834381485,0.439317173798649,0.3291507295871823
0.00014,-0.6087684404810648,0.42792488849008437,0.354413409865483
0.00016,0.47388681993031756,0.4163774338246986,0.3508143308068925
0.00018,1.2121734734831595,0.4046893451408682,0.37264085246298206
0.0002,-0.7970563118569575,0.3928754553178737,0.36925284668202296
0.00022,-0.28421960955682896,0.38095086464630235,0.38824860930269
0.00024,-0.8267859757584142,0.36893091023220503,0.38491528630732896
0.00026,-1.6889462289006592,0.35683113499884483,0.40156283187196185
0.00028,0.4144274921274041,0.34466725633913176,0.39818469291699177
0.0003,1.720055231799712,0.33245513445754343,0.4128461501275885
0.00032,2.431089693442885,0.320210740424541,0.4093559171042075
0.00034,3.377483994305924,0.30795012395390425,0.42230397256855545
0.00036,3.075232411307781,0.2956893809091966,0.418654413115498
0.00038,1.8389738874055388,0.28344462055229125,0.430098244771581
0.0004,0.15429293298965777,0.2712319325629182,0.42625558830855115
0.00042,-0.368453657277623,0.25906735387847957,0.43635931932063643
0.00044,1.393028928883688,0.2469668354213907,0.4322994453348109
0.00046,1.435145952744085,0.23494620879205708,0.44119491308717596
0.00048,2.0421265907321597,0.2230211530092242,0.43690102658680985
0.0005,1.6308662400953418,0.21120716138042264,0.4446966645053696
0.00052,0.9446064983700491,0.19951950858865025,0.4401578208991396
0.00054,1.6432536000542821,0.18797321808896894,0.4469449331995423
0.00056,-0.47746242491629765,0.17658302991854846,0.44215507372391893
0.00058,-0.7177772081197396,0.16536336903296242,0.448012351269118
0.0006,-1.2950281822063576,0.15432831428763535,0.44296965832002877
0.00062,-1.5056133015083428,0.14349156818396255,0.44796649060031524
0.00064,-0.7846689518980171,0.13286642749321118,0.44267295097500103
0.00066,1.1378493137295178,0.12246575485827435,0.4468719004897722
0.00068,1.1799663375899148,0.11230195145669367,0.441333008889891
0.0007,-2.729484465451645,0.10238693079273783,0.4447916936540023
0.00072,1.1205070097870014,0.09273209367523749,0.4390162546098293
0.00074,-0.49728220085060215,0.08334830443071878,0.4417888062383343
0.00076,2.3146485098288463,0.07424586839465944,0.43578880744627946
0.00078,-1.2355688544034442,0.06543451071607603,0.4379270202240897
0.0008,0.6250126114293892,0.056923356504451905,0.43171755885800145
0.00082,0.7216340191091236,0.04872091234493467,0.4332718101369669
0.00084,-0.10336415415630053,0.04083504920635156,0.42687105877000653
0.00086,2.104063390526861,0.03327298676500104,0.42789105686763607
0.00088,-1.557640213335892,0.026041279165567893,0.4213202584214262
0.0009,1.1551916176720343,0.019145802239941667,0.4218556570822177
0.00092,-0.6607953523086142,0.012591742204908496,0.4151391396051892
0.00094,-0.3659761852858349,0.006383585859033619,0.4152400456883747
0.00096,0.26825664461190857,0.0005251122963083887,0.4084052481911564
0.00098,0.08492371721959206,-0.004980613850672999,0.40812263996814424
0.001,0.18650006888290255,-0.010131247631214119,0.40120014031483775
0.00102,1.0907773458855445,-0.014925167459808597,0.40058620657485067
0.00104,1.1799663375899148,-0.019361477265936095,0.3936097415561899
0.00106,-1.0745331749372202,-0.023440007116464018,0.3927181456258184
0.00108,-0.49728220085060215,-0.027161312316834302,0.38572461157208227
0.0011,0.8702823386164072,-0.030526670996482624,0.38461067868899146
0.00112,-0.2668773056143125,-0.033538080184987884,0.3776400984308226
0.00114,0.6497873313472698,-0.0361982503893023,0.37636091969900876
0.00116,1.7423524797258045,-0.03851059868723378,0.369456358913974
0.00118,0.3970851881848877,-0.04047924035554404,0.3680708006086889
0.0012,-0.3857959612201394,-0.042108979051282525,0.36127821389929093
0.00122,-0.11575151411524083,-0.04340529556260064,0.359846817038601
0.00124,0.7513636830105803,-0.04437433514230629,0.35321480144119155
0.00126,0.2509143406693921,-0.04502289343639426,0.3517995534615215
0.00128,-1.4040369498450322,-0.04535840102138264,0.34537898528090416
0.0013,0.6770395232569385,-0.045388906567171594,0.3440429444546498
0.00132,0.06758141327707565,-0.04512305864564059,0.3378864756413297
0.00134,-1.0002090151835785,-0.0445700862098784,0.3366932305340924
0.00136,0.8678048666246192,-0.04373977777473814,0.3308546240648055
0.00138,0.5952829475279325,-0.04264245933534527,0.3298675754123642
0.0014,-0.2693547776061006,-0.04128897106550994,0.3244008660153457
0.00142,0.5630758116346878,-0.03969064284214807,0.3236823275159608
0.00144,-0.695479960193647,-0.03785926864443251,0.3186408052528008
0.00146,-0.24210258569643192,-0.03580707987822229,0.3182509332163813
0.00148,-0.15043612200027368,-0.033546717678933996,0.31368596314388875
0.0015,0.19145501286647867,-0.03109120425044609,0.31368154253791114
0.00152,3.2189257868314884,-0.02845391330350075,0.30964125355824723
0.00154,-0.8143986157994739,-0.025648539662420894,0.3100743886265288
0.00156,-0.5691288886124559,-0.022689068111044458,0.30660228691088953
0.00158,0.6051928354950847,-0.01958974154680912,0.30751906537526763
0.0016,-0.4625975929655693,-0.01636502850885352,0.3046526488220561
0.00162,-0.43534540105590064,-0.013029590145791553,0.30609186567623514
0.00164,-0.943227159372453,-0.009598246692424262,0.30386133166283635
0.00166,2.3220809258042103,-0.006085943530604293,0.305853368063574
0.00168,-1.5229556054508593,-0.0025077169164131052,0.30428051354061303
0.0017,-0.2569674176471603,0.001121340537489246,0.3068464648665724
0.00172,1.6531634880214343,0.004786114530211827,0.30594387196862205
0.00174,-0.8862453035613277,0.008471503793405083,0.3090950042200796
0.00176,0.939651554386473,0.012162454762211367,0.3088655844427478
0.00178,-0.7078673201525872,0.015843996090554147,0.3126031704655382
0.0018,0.12704074107998908,0.01950127290214762,0.3130401082806281
0.00182,0.07996877323601595,0.02311958066578551,0.31735565901008467
0.00184,-0.6310656884071574,0.026684398579522733,0.3184427568791238
0.00186,1.355866849006867,0.030181422343235953,0.32331862423806323
0.00188,2.265099069993085,0.03359659619358102,0.3250310122393715
0.0019,3.377483994305924,0.036916144071351714,0.33044130622339596
0.00192,2.9662236436691063,0.040126599791833834,0.33274644744304016
0.00194,2.3939276135660643,0.04321483609732382,0.3386581853975631
0.00196,0.1889775408746906,0.04616809248834808,0.34151708718386575
0.00198,-0.5815162485713962,0.04897400175281899,0.3478914809439977
0.002,0.16915776494038612,0.05162061513392199,0.3512600141709449
0.00202,1.6630733759885865,0.05409642609196477,0.3580538014243655
0.00204,0.7538411550023684,0.056390392621008895,0.361884035392112
0.00206,1.1551916176720343,0.058491958081416384,0.36905077417307575
0.00208,2.0718562546336163,0.060391070509949324,0.37329225100096153
0.0021,1.8389738874055388,0.0620782003728248,0.380783516025579
0.00212,1.2765877452696492,0.06354435673433673,0.38538440949875874
0.00214,0.26825664461190857,0.06478110182365732,0.39315085022059926
0.00216,0.9223092504439565,0.06578056399407486,0.3980589749887331
0.00218,1.068480097959452,0.06653544907994233,0.40605121443358505
0.0022,-0.1553910659838498,0.067039050164836,0.41121486998676626
0.00222,1.1378493137295178,0.06728525577959993,0.4193842394420414
0.00224,0.6423549153719057,0.06726855655218383,0.4247528884362429
0.00226,0.5779406435854161,0.06698405033341384,0.43305200531168686
0.00228,0.6398774433801176,0.06642744582463023,0.43857679686946405
0.0023,1.9455051830524255,0.06559506473503046,0.44696000107603584
0.00232,1.1700564496227626,0.06448384249903888,0.45259415641025247
0.00234,-0.5939036085303365,0.06309132758767735,0.4610178246941553
0.00236,0.48131923590568176,0.06141567945308804,0.4667169054136011
0.00238,1.3335696010807745,0.05945566515085704,0.47513966415951847
0.0024,-2.050657139701716,0.05721065468827202,0.48086174400106685
0.00242,0.0452841653509831,0.054680615147015305,0.48924460026134187
0.00244,0.1964099568500548,0.051866103626307,0.4949503599724472
0.00246,1.9777123189456702,0.04876825904729348,0.503256768939981
0.00248,0.37478794025879514,0.04538879285252462,0.5089095323680988
0.0025,0.11960832510462491,0.04172997862890521,0.5171054175066176
0.00252,1.8736584952905717,0.037794640681312996,0.5226711446618083
0.00254,0.6051928354950847,0.03358614158652379,0.5307248840759358
0.00256,0.48131923590568176,0.02910836876088263,0.5361721339528835
0.00258,0.4887516518810459,0.0243657200793225,0.5440545235024974
0.0026,1.6531634880214343,0.01936308858774685,0.5493543963603255
0.00262,0.4590219879795892,0.014105846354927287,0.5570385972756021
0.00264,-0.17768831390994236,0.008599827513748937,0.562164663570379
0.00266,0.14933798900608164,0.002851310545314345,0.5696261402589462
0.00268,-1.1661996386333784,-0.0031330001374352823,0.574554361575984
0.0027,0.11713085311283686,-0.009345993249207402,0.5817708138545085
0.00272,-0.534444280727423,-0.015780170280687345,0.5864794599246392
0.00274,0.2013649008336309,-0.022427665687989207,0.5934307530306822
0.00276,1.7101453438325598,-0.0292802675837103,0.5979003182245761
0.00278,0.8975345305260759,-0.036329438897569954,0.604568413522143
0.0028,-0.026562522410870655,-0.04356633897905446,0.6087815357008106
0.00282,1.7423524797258045,-0.05098184561457042,0.6151504243770253
0.00284,0.654742275330846,-0.05856657742810817,0.619091808038933
0.00286,0.25586928465296827,-0.06631091662937638,0.6251474489730764
0.00288,0.34505827635733843,-0.07420503206812684,0.6288037933691751
0.0029,-0.07611196224663186,-0.0822389025484907,0.6345340552032769
0.00292,1.0536152660087237,-0.09040234035349032,0.6378939871112875
0.00294,1.2642003853107089,-0.09868501492814702,0.6432885938750732
0.00296,0.46893187594674146,-0.10707647666884812,0.646342604270899
