Channel,Mode,EnergyPercent
ch1,1,33.12790434352033
ch1,2,7.5480856368437825
ch1,3,10.283883113940314
ch1,4,20.438891319511434
ch1,5,28.601235586184135
ch2,1,9.951280557700168
ch2,2,33.5882845406162
ch2,3,30.119671588953377
ch2,4,24.46017297039253
ch2,5,1.8805903423377044
ch3,1,4.775671960703176
ch3,2,6.183178231342676
ch3,3,63.99801055484755
ch3,4,13.354004552291338
ch3,5,11.689134700815258
